name,homeHub/booking/kitchen,homeHub/booking/bathroom1,homeHub/booking/livingroom,homeHub/room/ceilingspeed,homeHub/room/light,homeHub/power/azimuth,sum
0,0.0,0.0,0.0,0.0,0.0,0,0.0
